created_date,title,id,url,perf_flag,importance,summary_5lines
2023-01-19,[핵클] A/B테스트 세팅 매뉴얼,27999ce7-0623-461e-b8c8-b7ea3d58b14d,https://www.notion.so/A-B-27999ce70623461eb8c8b7ea3d58b14d,yes,5,"설정한 각 목표 별 성과를 확인할 수 있습니다. 목표에서 설정한 분자/분모 값과, 전환율을 알 수 있습니다.
“퍼널 설정하기” 버튼을 눌러 퍼널 내에서 전환율을 확인할 수 있습니다.
성공 목표 : 해당 실험에서 핵심적으로 봐야할 가장 중요한 목표를 설정합니다.
단계 0은 A/B 테스트에서 첫 노출된 사용자를 대상으로 진행합니다.
마지막으로 시작 후 트래픽을 지정해주어야 합니다. 전체 트래픽 중 몇 %에게 A/B 테스트를 진행할지 설정하는 항목입니다."
2023-01-26,[23/01/27] 그로스팀 주간회고,c819ea9c-b44e-4f11-850c-15e9578254bc,https://www.notion.so/23-01-27-c819ea9cb44e4f11850c15e9578254bc,yes,5,"1,2차 ABT 재실험 예정
[2] 이번 주 주요 액션과 성과
백준 지면광고 1월 말 종료. 성과 분석 중
[3] 다음 주 해결하고 싶은 문제
[3] 다음 주 해결하고 싶은 문제 & 액션"
2023-01-31,[23/02/01] 그로스팀 중간점검,68c6f3bf-e011-4935-9ce1-04294f4cddf2,https://www.notion.so/23-02-01-68c6f3bfe01149359ce104294f4cddf2,yes,5,"1,2차 지원 페이지 ABT 재실험 진행중
키워드 - 파트타임 모집, 1,2차 ABT 재실험, 서류합격&면접취소, 사전설명회, CRM개발
(-) 무료특강 지출 많고, 계속 늘어나는 중. (2.9억, 역대 최고) 이에 반해 프로덕트 단에서 무료특강에 대한 데이터분석 및 최적화가 이루어지고 있지 않는 것은 문제. eROAS 계산 정교화 필요.
(+) 22’ 4월 이후 최고 ROAS 달성( 228% vs. 전월 147%)
(+) 22’ 9월 이후 최고 ROAS 달성 ( 240% vs. 전월 156%)"
2023-02-02,[23/02/03] 그로스팀 주간회고,ee0777c0-c3d9-45fe-8c30-620a5b0d5b70,https://www.notion.so/23-02-03-ee0777c0c3d945fe8c30620a5b0d5b70,yes,5,"1차, 2차 지원 페이지 ABT 재실험 (1/31 화~)
특히 면접조율 문제. 서류합격~면접예정 전환율 43% (조율 완료 18건 / 서류 합격 42건).
최근에 면접노쇼, 재조율 퍼널 추가해서 문제 해결해둠.
[2] 이번 주 주요 액션과 성과
자동 CRM 감소 (2/1 배포 완료)"
2023-02-07,[23/02/08] 그로스 중간점검,366efe26-a9b7-417a-81c7-c98f0295fbd7,https://www.notion.so/23-02-08-366efe26a9b7417a81c7c98f0295fbd7,yes,5,"퍼널 전환율 회복
키워드 - 파트타임 랜딩 롤아웃 / 사전설명회 모집 / 퍼널 전환율 회복
대시보드 리뉴얼. v4.0 배포 == 전체 DB 구조 바뀜.
개방형 B2C: 포지션 분리 배포 완료. 프로필관리 디자인 완료 예정.
파트타임 랜딩 롤아웃 (오늘 11시 최종 QA 후 배포 예정) 2/8(수)"
2023-02-09,[23/02/10] 그로스팀 주간회고,1d7fe5e5-0d86-4403-997c-99cb9ae72a6f,https://www.notion.so/23-02-10-1d7fe5e50d864403997c99cb9ae72a6f,yes,5,"퍼널 전환율 기본기는 회복했고, 사전설명회는 준비 깔끔. 서류합격 A/B 시작.
1차, 2차 지원 페이지 ABT 재실험 (1/31 화~)
서류 합격 자동화, 서류 합격 페이지 ABT 롤아웃 (2/9 목~)
최근에 면접노쇼, 재조율 퍼널 추가해서 문제 해결해둠.
문제 : 1) 유입 후 프로필 작성 퍼널에서 이탈 2) 직군/직무 설정 불가"
2023-02-13,회계 데이터 클렌징 프로젝트 Kick-off,ab76dd17-7846-44ca-ae00-3dd9afb53fc9,https://www.notion.so/Kick-off-ab76dd17784644caae003dd9afb53fc9,yes,5,"데이터 사이드 현황/문제 공유
그로스: 지표관리를 real-time으로 정확하게 할 수 있다. 근거 기반의 의사결정 강화.
운영: 지표관리를 real-time으로 정확하게 할 수 있다. 건강한 회계.
걱정되는 것은 orders와 이 테이블의 정합성이 깨질 때 문제 분석이 어려울 수 있음. → 안 하기로.
일정에 대한 합의."
2023-02-16,[23/02/17] 그로스팀 주간회고,0ef97e49-4c6c-48b7-94e8-abf2b073e6dd,https://www.notion.so/23-02-17-0ef97e494c6c48b794e8abf2b073e6dd,yes,5,"+오늘 볼 것: 항해 전환율 왜 계속 flat 한지? & 12개월 무이자 / 분납 이야기 + 항해 프리미엄 포지셔닝 A/B 하룻밤 런칭.
문제 : 1) 유입 후 프로필 작성 퍼널에서 이탈 2) 직군/직무 설정 불가
[2] 이번 주 주요 액션과 성과
[1] 이번 주 주요 액션과 성과
가설: 수강료 Div를 개선해 ‘00할인’을 더 잘 보여줄 수 있는 구조, 선불&혼합의 총 비용을 잘 인지하도록 하면 할인 혜택, 가격 방식에 대해 더 잘 인지하여 1차 지원, 2차 지원, 결제 전환율이 오르고 리드 퀄리티가 높아질 것이다."
2023-02-19,[23/02/20] 그로스 파트별 주간회의,b33e1036-7940-4a4c-8c70-bcd94d583703,https://www.notion.so/23-02-20-b33e103679404a4c8c70bcd94d583703,yes,5,"2/22(수) ABT 배포
프리미엄 브랜딩 카피, ABT 배포
[on-track] V 4.1, 4.2 배포 + 고객여정지도 도식화
[under] Open B2C 실험
v4.0 02/08 (수) 자정 배포 예정."
2023-02-19,[yy/mm/dd] 그로스팀 주간회고,dd4d798a-a2bd-4d8d-8026-3d668effa9a7,https://www.notion.so/yy-mm-dd-dd4d798aa2bd4d8d80263d668effa9a7,yes,5,"[2] 이번 주 주요 액션과 성과
성과 1
성과 2
[3] 다음 주 해결하고 싶은 문제
지표 요약"
2023-02-23,[23/02/24] 그로스팀 주간회고,d80d0f73-4036-41ca-ad08-67fb0024fb59,https://www.notion.so/23-02-24-d80d0f73403641caad0867fb0024fb59,yes,5,"내일배움단 퍼널 oopy 3.0 배포 (2/3 배포 완. 금일 마무리)
항해99 : Roas 207% lac 48(목표 55) 전환율 21% (목표 30%)
항해 파트 : Roas 295% lac 30(목표 50) 전환율 22% (목표 30%)
내일배움단 : Roas 205%  lac 2.0(목표 2.3) 전환율 기소지자 12.2%(목표16%), 미소지자 2.7%(목표4%)
[2] 이번 주 주요 액션과 성과"
